kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_depth,koi_duration,koi_time0bk,koi_impact,koi_model_snr,koi_prad,ra,dec,koi_kepmag,kic9,fits_stem,lc_llc_glob,lc_slc_glob
5872150,K00414.02,,FALSE POSITIVE,5.92240377,413.4,3.691,173.81802,0.949,44.4,2.77,290.42538,41.139149,14.557,005872150,kplr005872150,kplr005872150-*_llc.fits,kplr005872150-*_slc.fits
6289650,K00415.01,,CANDIDATE,166.7876551,4764.2,5.8676,245.143036,0.041,183.8,7.03,293.30606,41.606369,14.11,006289650,kplr006289650,kplr006289650-*_llc.fits,kplr006289650-*_slc.fits
6850504,K00070.03,Kepler-20 d,CONFIRMED,77.6114427,814.5,7.1786,164.7292,0.094,100.5,2.59,287.698,42.338718,12.498,006850504,kplr006850504,kplr006850504-*_llc.fits,kplr006850504-*_slc.fits
10155434,K00473.01,Kepler-1720 b,CONFIRMED,12.70636123,871.7,2.395,180.63164,0.793,54.0,2.75,296.80865,47.17194,14.673,010155434,kplr010155434,kplr010155434-*_llc.fits,kplr010155434-*_slc.fits
10460984,K00474.04,Kepler-164 b,CONFIRMED,5.03505665,151.5,1.804,132.65597,0.911,16.6,1.63,287.78085,47.62991,14.282,010460984,kplr010460984,kplr010460984-*_llc.fits,kplr010460984-*_slc.fits
2571238,K00084.01,Kepler-19 b,CONFIRMED,9.286964466,691.7,3.3649,135.9945,0.004,251.9,2.1,290.42081,37.851799,11.898,002571238,kplr002571238,kplr002571238-*_llc.fits,kplr002571238-*_slc.fits
8022244,K00519.02,Kepler-175 c,CONFIRMED,34.0350605,727.8,6.695,134.42752,0.474,41.3,2.76,289.55328,43.876179,14.939,008022244,kplr008022244,kplr008022244-*_llc.fits,kplr008022244-*_slc.fits
2140389,K07627.01,,FALSE POSITIVE,0.967427812,9127.8,5.8883,132.258305,1.248,323.4,29.01,285.91641,37.59428,15.826,002140389,kplr002140389,kplr002140389-*_llc.fits,kplr002140389-*_slc.fits
8193178,K00572.02,Kepler-187 b,CONFIRMED,4.93883135,123.5,4.388,135.95465,0.633,21.3,1.44,299.79645,44.08931,14.173,008193178,kplr008193178,kplr008193178-*_llc.fits,kplr008193178-*_slc.fits
8344004,K00573.02,Kepler-188 b,CONFIRMED,2.06190864,214.0,1.9743,133.19888,0.537,27.9,1.63,281.27972,44.315529,14.674,008344004,kplr008344004,kplr008344004-*_llc.fits,kplr008344004-*_slc.fits
8355239,K00574.01,Kepler-189 c,CONFIRMED,20.13490007,1035.2,3.7962,171.36734,0.798,64.7,2.98,287.56473,44.305,14.859,008355239,kplr008355239,kplr008355239-*_llc.fits,kplr008355239-*_slc.fits
6879865,K00417.01,,CANDIDATE,19.193103549,6807.3,2.5425,176.966757,0.98,258.5,12.23,296.24954,42.33548,14.847,006879865,kplr006879865,kplr006879865-*_llc.fits,kplr006879865-*_slc.fits
7975727,K00418.01,,FALSE POSITIVE,22.418319842,11929.0,5.349,172.797099,0.8,944.4,9.94,296.89938,43.707218,14.479,007975727,kplr007975727,kplr007975727-*_llc.fits,kplr007975727-*_slc.fits
8219673,K00419.01,,FALSE POSITIVE,20.131477716,8243.2,3.2806,189.390784,1.279,427.5,39.89,285.89124,44.181728,14.519,008219673,kplr008219673,kplr008219673-*_llc.fits,kplr008219673-*_slc.fits
8352537,K00420.01,Kepler-547 b,CONFIRMED,6.010383339,2652.1,2.1939,174.084883,0.436,276.1,3.8,286.11868,44.34528,14.247,008352537,kplr008352537,kplr008352537-*_llc.fits,kplr008352537-*_slc.fits
3248033,K00006.01,,FALSE POSITIVE,1.334101467,120.8,2.1033,133.703081,0.153,43.0,1.74,294.59955,38.366772,12.161,003248033,kplr003248033,kplr003248033-*_llc.fits,kplr003248033-*_slc.fits
9552608,K00080.01,,CANDIDATE,9.250572762,1039.5,3.6373,135.407531,1.234,351.4,96.08,300.53757,46.10434,11.31,009552608,kplr009552608,kplr009552608-*_llc.fits,kplr009552608-*_slc.fits
10577994,K00475.02,Kepler-165 c,CONFIRMED,15.31296388,864.9,3.0935,171.79412,0.607,45.3,2.34,280.69101,47.809738,14.802,010577994,kplr010577994,kplr010577994-*_llc.fits,kplr010577994-*_slc.fits
10599206,K00476.01,Kepler-566 b,CONFIRMED,18.42794957,706.6,2.9264,178.43963,0.727,36.0,2.24,291.5545,47.81448,14.958,010599206,kplr010599206,kplr010599206-*_llc.fits,kplr010599206-*_slc.fits
10068383,K00725.01,,FALSE POSITIVE,7.30497811,10930.0,4.5414,169.64592,0.932,69.6,10.86,289.0058,47.040421,15.765,010068383,kplr010068383,kplr010068383-*_llc.fits,kplr010068383-*_slc.fits
10157573,K00726.01,,FALSE POSITIVE,5.115750935,1055.8,2.5378,173.26599,1.475,51.8,60.74,297.43201,47.128551,15.132,010157573,kplr010157573,kplr010157573-*_llc.fits,kplr010157573-*_slc.fits
10191070,K00727.01,,FALSE POSITIVE,1.213745575,2012.2,5.5835,170.582782,1.246,213.7,21.69,283.8757,47.231918,15.825,010191070,kplr010191070,kplr010191070-*_llc.fits,kplr010191070-*_slc.fits
10221013,K00728.01,,CANDIDATE,7.189379172,8126.4,2.0351,170.117783,0.908,288.5,11.94,296.6423,47.230331,15.356,010221013,kplr010221013,kplr010221013-*_llc.fits,kplr010221013-*_slc.fits
10225800,K00729.01,,FALSE POSITIVE,1.423799421,2008.4,1.4866,169.67436,0.501,125.3,4.69,298.00024,47.243649,15.623,010225800,kplr010225800,kplr010225800-*_llc.fits,kplr010225800-*_slc.fits
2299738,K07628.01,,CANDIDATE,1.8134378,97.4,7.776,132.6703,0.418,19.1,0.69,290.71725,37.64901,13.961,002299738,kplr002299738,kplr002299738-*_llc.fits,kplr002299738-*_slc.fits
4644604,K00628.01,Kepler-626 b,CONFIRMED,14.48584765,457.1,3.1365,175.00624,0.93,52.2,2.88,288.69864,39.70829,13.946,004644604,kplr004644604,kplr004644604-*_llc.fits,kplr004644604-*_slc.fits
4656049,K00629.01,Kepler-627 b,CONFIRMED,40.6992062,429.9,7.074,172.57123,0.854,38.5,3.2,292.10428,39.76791,13.949,004656049,kplr004656049,kplr004656049-*_llc.fits,kplr004656049-*_slc.fits
4659405,K00630.01,,FALSE POSITIVE,4.532402495,339.1,3.12,171.92667,0.99,43.1,3.69,293.08734,39.799122,13.932,004659405,kplr004659405,kplr004659405-*_llc.fits,kplr004659405-*_slc.fits
4742414,K00631.01,Kepler-628 b,CONFIRMED,15.458056682,4253.2,8.79536,173.782454,0.05,1055.9,9.11,290.44928,39.854801,13.398,004742414,kplr004742414,kplr004742414-*_llc.fits,kplr004742414-*_slc.fits
7619236,K00682.01,,CANDIDATE,562.1725914,5877.8,9.8841,185.968547,0.7801,208.4,10.9,295.198,43.269508,13.916,007619236,kplr007619236,kplr007619236-*_llc.fits,kplr007619236-*_slc.fits
7630229,K00683.01,,CANDIDATE,278.1243979,2297.8,3.978,177.51831,0.871,58.5,5.86,297.82431,43.258381,13.714,007630229,kplr007630229,kplr007630229-*_llc.fits,kplr007630229-*_slc.fits
7730747,K00684.01,,CANDIDATE,4.034914368,800.1,1.7874,172.257813,0.965,92.6,6.95,281.29028,43.413342,13.831,007730747,kplr007730747,kplr007730747-*_llc.fits,kplr007730747-*_slc.fits
7764367,K00685.01,Kepler-644 b,CONFIRMED,3.173914037,303.0,3.6069,170.92525,0.819,76.1,3.07,295.47574,43.493141,13.949,007764367,kplr007764367,kplr007764367-*_llc.fits,kplr007764367-*_slc.fits
7906882,K00686.01,,CANDIDATE,52.513548727,14252.0,3.2743,171.6745959,0.679,825.0,12.43,296.84076,43.647121,13.579,007906882,kplr007906882,kplr007906882-*_llc.fits,kplr007906882-*_slc.fits
7976520,K00687.01,,CANDIDATE,4.17838675,316.0,2.123,171.98866,0.617,15.1,3.13,297.11713,43.71143,13.813,007976520,kplr007976520,kplr007976520-*_llc.fits,kplr007976520-*_slc.fits
2302997,K07630.01,,CANDIDATE,16.2982201,199.0,2.558,134.7404,0.698,7.9,0.78,291.4549,37.67712,14.709,002302997,kplr002302997,kplr002302997-*_llc.fits,kplr002302997-*_slc.fits
10227020,K00730.04,Kepler-223 b,CONFIRMED,7.38443269,349.8,5.7351,137.47412,0.594,23.7,2.42,298.31836,47.279491,15.344,010227020,kplr010227020,kplr010227020-*_llc.fits,kplr010227020-*_slc.fits
10259031,K00731.01,,FALSE POSITIVE,7.06115081,1526.9,3.547,169.86425,2.824,60.4,171.85,284.67569,47.339211,15.592,010259031,kplr010259031,kplr010259031-*_llc.fits,kplr010259031-*_slc.fits
4827723,K00632.01,Kepler-629 b,CONFIRMED,7.23858162,268.2,3.1199,171.21912,0.147,41.6,1.34,289.41782,39.945011,13.359,004827723,kplr004827723,kplr004827723-*_llc.fits,kplr004827723-*_slc.fits
4841374,K00633.01,Kepler-630 b,CONFIRMED,161.4746786,828.2,10.572,170.60338,0.746,47.8,3.25,293.42703,39.942429,13.871,004841374,kplr004841374,kplr004841374-*_llc.fits,kplr004841374-*_slc.fits
4861736,K00634.01,,FALSE POSITIVE,6.277827312,1856.8,8.6841,172.5786,0.95,191.3,4.87,298.02615,39.918331,13.851,004861736,kplr004861736,kplr004861736-*_llc.fits,kplr004861736-*_slc.fits
5020319,K00635.01,Kepler-1725 b,CONFIRMED,16.71987303,523.1,3.317,171.40143,0.437,19.2,2.52,294.37354,40.19463,13.034,005020319,kplr005020319,kplr005020319-*_llc.fits,kplr005020319-*_slc.fits
5090690,K00636.01,,FALSE POSITIVE,12.011661094,14294.0,3.77516,176.6358115,1.024,1898.4,55.2,289.19144,40.263184,13.252,005090690,kplr005090690,kplr005090690-*_llc.fits,kplr005090690-*_slc.fits
8161561,K00688.01,Kepler-645 b,CONFIRMED,3.275821982,274.9,3.0427,170.25357,0.746,64.4,3.54,290.32278,44.035809,13.992,008161561,kplr008161561,kplr008161561-*_llc.fits,kplr008161561-*_slc.fits
8361905,K00689.01,Kepler-646 b,CONFIRMED,15.87360981,415.6,3.5246,182.40408,0.395,38.4,1.53,290.47134,44.387081,13.766,008361905,kplr008361905,kplr008361905-*_llc.fits,kplr008361905-*_slc.fits
8409588,K00690.01,,FALSE POSITIVE,1.360834768,1570.5,1.4886,169.709729,1.008,169.8,7.24,281.50342,44.409458,13.591,008409588,kplr008409588,kplr008409588-*_llc.fits,kplr008409588-*_slc.fits
11250587,K00107.01,Kepler-464 b,CONFIRMED,7.256962446,463.2,4.9402,134.023923,0.676,168.3,3.53,294.83517,48.982361,12.702,011250587,kplr011250587,kplr011250587-*_llc.fits,kplr011250587-*_slc.fits
8480285,K00691.02,Kepler-647 b,CONFIRMED,16.2254975,120.4,6.471,144.02673,0.273,20.3,1.21,284.7883,44.591679,13.965,008480285,kplr008480285,kplr008480285-*_llc.fits,kplr008480285-*_slc.fits
2302758,K07629.01,,FALSE POSITIVE,0.542122617,88.3,1.283,131.98408,0.108,16.3,0.94,291.40289,37.676689,14.661,002302758,kplr002302758,kplr002302758-*_llc.fits,kplr002302758-*_slc.fits
10265898,K00732.03,Kepler-656 c,CONFIRMED,5.25449393,169.0,3.078,132.55624,0.837,12.6,1.41,288.32791,47.381592,15.342,010265898,kplr010265898,kplr010265898-*_llc.fits,kplr010265898-*_slc.fits
5098444,K00637.01,,FALSE POSITIVE,26.94927489,19964.0,10.6977,177.968689,0.438,415.7,7.37,291.56332,40.26778,13.771,005098444,kplr005098444,kplr005098444-*_llc.fits,kplr005098444-*_slc.fits
5113822,K00638.02,Kepler-199 c,CONFIRMED,67.0930642,1254.2,7.334,146.57047,0.822,73.7,3.51,295.55942,40.236271,13.595,005113822,kplr005113822,kplr005113822-*_llc.fits,kplr005113822-*_slc.fits
5120087,K00639.01,Kepler-631 b,CONFIRMED,17.97979816,459.1,5.5828,182.24179,0.069,43.9,2.89,296.88577,40.22823,13.5,005120087,kplr005120087,kplr005120087-*_llc.fits,kplr005120087-*_slc.fits
5121511,K00640.01,Kepler-632 b,CONFIRMED,30.99664113,655.3,2.9182,191.78502,0.791,59.9,2.43,297.25262,40.288601,13.332,005121511,kplr005121511,kplr005121511-*_llc.fits,kplr005121511-*_slc.fits
8557374,K00692.02,Kepler-213 c,CONFIRMED,4.822969318,332.1,0.8752,134.43535,0.891,36.0,2.22,290.82419,44.647179,13.648,008557374,kplr008557374,kplr008557374-*_llc.fits,kplr008557374-*_slc.fits
12600735,K00548.02,,CANDIDATE,6.0799457,55.1,2.706,136.444,0.097,7.3,0.86,289.50067,51.68573,14.02,012600735,kplr012600735,kplr012600735-*_llc.fits,kplr012600735-*_slc.fits
8738735,K00693.02,Kepler-214 b,CONFIRMED,15.66057688,384.1,7.012,146.3487,0.244,67.5,2.05,284.75485,44.956032,13.949,008738735,kplr008738735,kplr008738735-*_llc.fits,kplr008738735-*_slc.fits
8802165,K00694.01,Kepler-648 b,CONFIRMED,17.42115972,928.1,4.9974,184.245906,0.651,114.3,3.11,283.89966,45.016891,13.939,008802165,kplr008802165,kplr008802165-*_llc.fits,kplr008802165-*_slc.fits
10271806,K00733.04,Kepler-224 e,CONFIRMED,18.64349986,813.4,1.8491,141.62687,0.774,16.1,2.14,290.9343,47.357601,15.644,010271806,kplr010271806,kplr010271806-*_llc.fits,kplr010271806-*_slc.fits
5351250,K00408.05,,FALSE POSITIVE,93.803766,460.1,2.946,170.55916,0.63,8.6,2.05,288.2341,40.520901,14.985,005351250,kplr005351250,kplr005351250-*_llc.fits,kplr005351250-*_slc.fits
10984090,K00112.01,Kepler-466 b,CONFIRMED,51.07926451,736.8,6.3729,185.18087,0.017,126.8,2.75,295.64871,48.49556,12.772,010984090,kplr010984090,kplr010984090-*_llc.fits,kplr010984090-*_slc.fits
10272442,K00734.02,,CANDIDATE,70.2780911,781.6,2.466,151.32941,0.07,14.9,2.54,291.1973,47.3078,15.344,010272442,kplr010272442,kplr010272442-*_llc.fits,kplr010272442-*_slc.fits
4055765,K00100.01,,CANDIDATE,9.9664004,1619.0,5.0127,141.15324,0.966,125.9,16.89,291.17792,39.19949,12.598,004055765,kplr004055765,kplr004055765-*_llc.fits,kplr004055765-*_slc.fits
5131180,K00641.01,,CANDIDATE,14.85185526,1341.0,3.5263,177.9987,0.815,58.3,2.73,299.29947,40.235069,13.583,005131180,kplr005131180,kplr005131180-*_llc.fits,kplr005131180-*_slc.fits
5181817,K00642.01,,FALSE POSITIVE,4.350413063,192.5,1.7694,171.43565,0.549,37.8,1.26,290.2316,40.356571,13.211,005181817,kplr005181817,kplr005181817-*_llc.fits,kplr005181817-*_slc.fits
5309353,K00643.01,,FALSE POSITIVE,1.376384817,365.9,1.745,169.72919,0.558,47.8,1.47,299.6813,40.428425,13.992,005309353,kplr005309353,kplr005309353-*_llc.fits,kplr005309353-*_slc.fits
5356593,K00644.01,,FALSE POSITIVE,45.977861823,23886.0,7.4493,240.597609,0.367,1283.6,17.09,289.96674,40.532661,13.725,005356593,kplr005356593,kplr005356593-*_llc.fits,kplr005356593-*_slc.fits
8805348,K00695.01,Kepler-649 b,CONFIRMED,29.90721859,588.0,4.8475,175.29337,0.022,79.8,2.16,285.65594,45.079559,13.437,008805348,kplr008805348,kplr008805348-*_llc.fits,kplr008805348-*_slc.fits
8869680,K00696.01,,FALSE POSITIVE,7.03380109,138.5,6.4185,174.15772,0.861,46.7,2.61,284.88037,45.134621,13.357,008869680,kplr008869680,kplr008869680-*_llc.fits,kplr008869680-*_slc.fits
8878187,K00697.01,Kepler-650 b,CONFIRMED,3.032147946,488.6,3.8627,171.734281,0.836,103.1,3.62,289.00089,45.15427,13.684,008878187,kplr008878187,kplr008878187-*_llc.fits,kplr008878187-*_slc.fits
8891278,K00698.01,,FALSE POSITIVE,12.718711489,8378.9,2.48998,172.995345,1.588,550.2,120.02,293.91364,45.189793,13.816,008891278,kplr008891278,kplr008891278-*_llc.fits,kplr008891278-*_slc.fits
10287242,K00735.01,,CANDIDATE,22.34213536,2264.4,6.461,171.55939,0.973,51.9,5.19,296.69336,47.392151,15.637,010287242,kplr010287242,kplr010287242-*_llc.fits,kplr010287242-*_slc.fits
10345478,K00737.01,,FALSE POSITIVE,14.49839316,3271.1,3.7343,182.679596,0.91,125.6,5.16,294.121,47.408791,15.684,010345478,kplr010345478,kplr010345478-*_llc.fits,kplr010345478-*_slc.fits
5374854,K00645.02,Kepler-633 c,CONFIRMED,23.7832097,256.5,7.939,179.75013,0.01,38.3,2.01,295.21744,40.592251,13.716,005374854,kplr005374854,kplr005374854-*_llc.fits,kplr005374854-*_slc.fits
5384802,K00646.01,,FALSE POSITIVE,3.041547148,20691.0,3.22798,170.4878722,1.233,1670.6,60.05,297.44904,40.510899,13.705,005384802,kplr005384802,kplr005384802-*_llc.fits,kplr005384802-*_slc.fits
5596440,K00648.01,,CANDIDATE,10.47490332,1170.2,33.7939,171.99906,0.972,150.5,15.45,282.72067,40.899181,13.22,005596440,kplr005596440,kplr005596440-*_llc.fits,kplr005596440-*_slc.fits
8908102,K00699.01,,FALSE POSITIVE,5.41460536,4080.1,33.787,174.65563,1.29,294.4,116.93,298.83603,45.11652,13.633,008908102,kplr008908102,kplr008908102-*_llc.fits,kplr008908102-*_slc.fits
8962094,K00700.04,Kepler-215 e,CONFIRMED,68.1609897,295.6,5.662,187.03346,0.459,25.0,1.45,294.97351,45.213692,13.58,008962094,kplr008962094,kplr008962094-*_llc.fits,kplr008962094-*_slc.fits
10358759,K00738.02,Kepler-29 c,CONFIRMED,13.28689997,1039.6,3.2825,172.11932,0.017,41.3,2.78,298.34833,47.49123,15.282,010358759,kplr010358759,kplr010358759-*_llc.fits,kplr010358759-*_slc.fits
10386984,K00739.01,Kepler-658 b,CONFIRMED,1.287076693,729.4,1.4942,169.815491,0.003,65.2,1.39,282.9838,47.57859,15.488,010386984,kplr010386984,kplr010386984-*_llc.fits,kplr010386984-*_slc.fits
10395381,K00740.01,Kepler-659 b,CONFIRMED,17.6717714,918.6,3.4202,186.3704,0.86,36.2,2.44,287.60818,47.509682,15.556,010395381,kplr010395381,kplr010395381-*_llc.fits,kplr010395381-*_slc.fits
10418797,K00741.01,,FALSE POSITIVE,23.355341391,38524.0,4.60672,169.8339432,0.842,1144.3,21.55,296.95724,47.55381,15.278,010418797,kplr010418797,kplr010418797-*_llc.fits,kplr010418797-*_slc.fits
5786676,K00650.01,Kepler-1665 b,CONFIRMED,11.95474513,903.4,2.1433,178.721694,0.601,96.3,5.15,290.39618,41.040081,13.594,005786676,kplr005786676,kplr005786676-*_llc.fits,kplr005786676-*_slc.fits
5796675,K00652.01,Kepler-636 b,CONFIRMED,16.080657264,3076.0,2.8701,182.7601,0.051,195.9,4.43,293.59189,41.095161,13.653,005796675,kplr005796675,kplr005796675-*_llc.fits,kplr005796675-*_slc.fits
9053112,K00702.01,,FALSE POSITIVE,1.274840187,229.2,14.833,169.86973,1.198,79.3,66.76,300.72702,45.305538,13.759,009053112,kplr009053112,kplr009053112-*_llc.fits,kplr009053112-*_slc.fits
4914423,K00108.02,Kepler-103 c,CONFIRMED,179.609803,1273.0,13.755,295.330361,0.711,184.6,5.47,288.98456,40.064529,12.287,004914423,kplr004914423,kplr004914423-*_llc.fits,kplr004914423-*_slc.fits
9162741,K00703.01,,FALSE POSITIVE,1.368617188,126.9,1.6235,169.95175,0.464,44.4,1.84,294.91202,45.566685,13.361,009162741,kplr009162741,kplr009162741-*_llc.fits,kplr009162741-*_slc.fits
5893123,K00653.01,,FALSE POSITIVE,1.125963085,146.0,1.5034,169.634,0.596,43.1,1.41,296.43567,41.134602,13.858,005893123,kplr005893123,kplr005893123-*_llc.fits,kplr005893123-*_slc.fits
5941160,K00654.02,Kepler-200 c,CONFIRMED,10.22215697,238.2,1.1939,135.89017,0.911,13.6,1.72,284.40991,41.237461,13.984,005941160,kplr005941160,kplr005941160-*_llc.fits,kplr005941160-*_slc.fits
5966154,K00655.02,Kepler-201 c,CONFIRMED,151.8851881,360.6,12.091,176.41272,0.788,46.3,2.47,293.62604,41.27282,13.004,005966154,kplr005966154,kplr005966154-*_llc.fits,kplr005966154-*_slc.fits
9266431,K00704.01,Kepler-1726 b,CONFIRMED,18.39629744,680.2,2.7838,185.13946,0.872,58.4,2.47,284.38617,45.719711,13.704,009266431,kplr009266431,kplr009266431-*_llc.fits,kplr009266431-*_slc.fits
9300285,K00705.01,,FALSE POSITIVE,1.012672041,1197.6,3.0512,170.189232,0.957,237.4,5.89,298.45319,45.746101,13.788,009300285,kplr009300285,kplr009300285-*_llc.fits,kplr009300285-*_slc.fits
9426071,K00706.01,,FALSE POSITIVE,28.714216138,43702.0,6.0624,182.608668,0.919,1230.7,42.19,299.28305,45.964439,13.765,009426071,kplr009426071,kplr009426071-*_llc.fits,kplr009426071-*_slc.fits
5966660,K00656.01,,FALSE POSITIVE,1.906633332,268.0,3.0825,170.064102,0.98,83.3,2.72,293.7756,41.228489,13.429,005966660,kplr005966660,kplr005966660-*_llc.fits,kplr005966660-*_slc.fits
8456679,K00102.02,Kepler-1990 c,CONFIRMED,4.06844957,79.8,2.8349,132.27614,0.55,29.3,0.98,299.70474,44.435749,12.566,008456679,kplr008456679,kplr008456679-*_llc.fits,kplr008456679-*_slc.fits
6020753,K00657.02,Kepler-202 c,CONFIRMED,16.28247625,792.6,2.9227,180.79815,0.382,60.0,1.88,282.97342,41.32201,13.872,006020753,kplr006020753,kplr006020753-*_llc.fits,kplr006020753-*_slc.fits
9458613,K00707.05,Kepler-33 b,CONFIRMED,5.66815821,119.7,4.9064,131.88743,0.177,27.3,1.85,289.07755,46.005219,13.988,009458613,kplr009458613,kplr009458613-*_llc.fits,kplr009458613-*_slc.fits
4752451,K00109.01,,FALSE POSITIVE,6.41496453,201.2,3.9015,132.86482,1.187,53.1,25.79,293.45428,39.803928,12.385,004752451,kplr004752451,kplr004752451-*_llc.fits,kplr004752451-*_slc.fits
6062088,K00658.03,Kepler-203 d,CONFIRMED,11.32977062,162.4,3.845,133.96755,0.036,18.5,1.37,297.09,41.388031,13.989,006062088,kplr006062088,kplr006062088-*_llc.fits,kplr006062088-*_slc.fits
6125481,K00659.01,Kepler-637 b,CONFIRMED,23.20579353,342.5,4.3243,180.7628,0.059,46.9,5.86,292.41721,41.41687,13.413,006125481,kplr006125481,kplr006125481-*_llc.fits,kplr006125481-*_slc.fits
6267535,K00660.01,Kepler-638 b,CONFIRMED,6.07972016,290.8,7.1228,170.58389,0.471,77.9,2.32,284.91943,41.617191,13.532,006267535,kplr006267535,kplr006267535-*_llc.fits,kplr006267535-*_slc.fits
1025986,K07621.01,,CANDIDATE,275.07365,228.9,3.37,315.2486,0.595,7.5,1.86,291.03369,36.771042,10.15,001025986,kplr001025986,kplr001025986-*_llc.fits,kplr001025986-*_slc.fits
9530945,K00708.02,Kepler-216 b,CONFIRMED,7.69363627,295.1,5.0324,176.5035,0.366,55.1,2.12,293.72806,46.12915,13.998,009530945,kplr009530945,kplr009530945-*_llc.fits,kplr009530945-*_slc.fits
9578686,K00709.01,Kepler-651 b,CONFIRMED,21.3851584,663.9,4.0819,178.78285,0.518,67.3,2.17,287.33279,46.20351,13.94,009578686,kplr009578686,kplr009578686-*_llc.fits,kplr009578686-*_slc.fits
9590976,K00710.03,Kepler-217 d,CONFIRMED,3.88688862,58.3,3.683,132.4955,0.035,20.8,1.29,293.03775,46.277519,13.294,009590976,kplr009590976,kplr009590976-*_llc.fits,kplr009590976-*_slc.fits
2441151,K00603.01,,FALSE POSITIVE,2.192009479,1475.6,2.9453,171.671953,1.248,131.2,35.9,290.93726,37.703972,14.687,002441151,kplr002441151,kplr002441151-*_llc.fits,kplr002441151-*_slc.fits
3970233,K00604.01,,FALSE POSITIVE,8.254912972,19242.0,6.8822,174.43554,0.532,438.2,11.86,295.48187,39.017288,14.034,003970233,kplr003970233,kplr003970233-*_llc.fits,kplr003970233-*_slc.fits
4832837,K00605.02,,CANDIDATE,5.06546874,121.1,2.203,131.94499,0.477,10.4,0.62,290.92731,39.91415,14.915,004832837,kplr004832837,kplr004832837-*_llc.fits,kplr004832837-*_slc.fits
5014753,K00606.01,,FALSE POSITIVE,3.170626881,14610.0,2.7189,172.047171,0.847,113.2,14.37,292.87039,40.105331,14.333,005014753,kplr005014753,kplr005014753-*_llc.fits,kplr005014753-*_slc.fits
5441980,K00607.01,,CANDIDATE,5.89399142,10993.0,1.2737,173.485973,0.867,252.5,11.16,289.80908,40.615841,14.377,005441980,kplr005441980,kplr005441980-*_llc.fits,kplr005441980-*_slc.fits
6347299,K00661.02,Kepler-204 c,CONFIRMED,25.6613816,166.5,4.459,155.13806,0.864,14.6,1.78,285.3472,41.761921,13.909,006347299,kplr006347299,kplr006347299-*_llc.fits,kplr006347299-*_slc.fits
6365156,K00662.01,Kepler-639 b,CONFIRMED,10.21418792,303.8,5.8201,170.70466,0.016,78.6,2.29,292.18689,41.727051,13.336,006365156,kplr006365156,kplr006365156-*_llc.fits,kplr006365156-*_slc.fits
1293046,K07622.01,,FALSE POSITIVE,36.2671673,627.1,2.065,155.0813,0.214,10.0,1.5,291.02655,36.91637,15.544,001293046,kplr001293046,kplr001293046-*_llc.fits,kplr001293046-*_slc.fits
2444412,K00103.01,Kepler-1710 b,CONFIRMED,14.91095177,864.5,3.325,141.336726,0.014,116.9,2.62,291.68335,37.751591,12.593,002444412,kplr002444412,kplr002444412-*_llc.fits,kplr002444412-*_slc.fits
6425957,K00663.02,Kepler-205 c,CONFIRMED,20.30652862,715.4,2.8014,172.6581,0.714,60.8,1.58,285.28711,41.861172,13.506,006425957,kplr006425957,kplr006425957-*_llc.fits,kplr006425957-*_slc.fits
9597345,K00711.03,Kepler-218 d,CONFIRMED,124.5245224,689.9,9.654,254.17788,0.004,47.5,2.69,295.41281,46.266472,13.967,009597345,kplr009597345,kplr009597345-*_llc.fits,kplr009597345-*_slc.fits
9640976,K00712.01,,FALSE POSITIVE,2.178150857,162.5,1.931,171.2325,0.58,37.4,1.11,287.99124,46.35688,13.72,009640976,kplr009640976,kplr009640976-*_llc.fits,kplr009640976-*_slc.fits
9640985,K00713.01,,FALSE POSITIVE,2.178150567,511.3,3.5065,171.232233,1.228,131.4,34.19,287.99609,46.32943,13.835,009640985,kplr009640985,kplr009640985-*_llc.fits,kplr009640985-*_slc.fits
5562784,K00608.01,,FALSE POSITIVE,25.33709016,2279.4,9.664,192.91451,0.824,120.3,3.47,298.86972,40.71991,14.716,005562784,kplr005562784,kplr005562784-*_llc.fits,kplr005562784-*_slc.fits
5608566,K00609.01,,FALSE POSITIVE,4.396999852,4576.8,1.875,172.023406,0.987,63.3,13.57,288.16071,40.878891,14.491,005608566,kplr005608566,kplr005608566-*_llc.fits,kplr005608566-*_slc.fits
5686174,K00610.01,Kepler-622 b,CONFIRMED,14.28228147,983.2,2.6588,180.84677,0.019,44.7,1.82,284.47849,40.933102,14.672,005686174,kplr005686174,kplr005686174-*_llc.fits,kplr005686174-*_slc.fits
6309763,K00611.01,,CANDIDATE,3.251659087,4747.9,1.5286,171.0604906,0.938,466.2,9.83,298.29404,41.6838,14.022,006309763,kplr006309763,kplr006309763-*_llc.fits,kplr006309763-*_slc.fits
5903312,K00008.01,,FALSE POSITIVE,1.16015259,170.2,1.3433,121.704645,0.748,48.4,1.4,298.66101,41.13789,12.45,005903312,kplr005903312,kplr005903312-*_llc.fits,kplr005903312-*_slc.fits
6462863,K00094.04,Kepler-89 b,CONFIRMED,3.743166733,126.3,3.6888,131.61967,0.008,47.2,1.5,297.33307,41.891121,12.205,006462863,kplr006462863,kplr006462863-*_llc.fits,kplr006462863-*_slc.fits
1434395,K07623.01,,FALSE POSITIVE,2.2227289,279.1,2.617,131.895,0.254,10.5,34.14,291.85648,37.065651,12.552,001434395,kplr001434395,kplr001434395-*_llc.fits,kplr001434395-*_slc.fits
