kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_depth,koi_duration,koi_time0bk,koi_impact,koi_model_snr,koi_prad,ra,dec,koi_kepmag,kic9,fits_stem,lc_llc_glob,lc_slc_glob
10794405,K07373.01,,FALSE POSITIVE,0.952377862,2122.3,4.0869,132.335117,1.248,390.8,28.44,290.68866,48.1992,14.713,010794405,kplr010794405,kplr010794405-*_llc.fits,kplr010794405-*_slc.fits
10809677,K07374.01,,FALSE POSITIVE,3.521050679,4879.8,3.5323,134.218545,1.266,337.2,256.2,296.47855,48.14616,13.942,010809677,kplr010809677,kplr010809677-*_llc.fits,kplr010809677-*_slc.fits
10812541,K07375.01,,CANDIDATE,4.84847245,554.7,0.874,131.90954,0.191,11.4,1.51,297.30438,48.195271,14.849,010812541,kplr010812541,kplr010812541-*_llc.fits,kplr010812541-*_slc.fits
11967004,K07499.01,,FALSE POSITIVE,1.941635737,69814.0,2.46683,133.1097354,1.071,1243.7,59.71,293.68073,50.300259,13.898,011967004,kplr011967004,kplr011967004-*_llc.fits,kplr011967004-*_slc.fits
11968490,K07500.01,,FALSE POSITIVE,0.539445498,25302.0,2.2821,131.898299,1.214,511.4,68.65,294.35016,50.35146,13.698,011968490,kplr011968490,kplr011968490-*_llc.fits,kplr011968490-*_slc.fits
11970288,K07501.01,,FALSE POSITIVE,20.7106853,1003.0,42.737,134.03192,1.252,154.4,89.55,295.21255,50.31691,11.308,011970288,kplr011970288,kplr011970288-*_llc.fits,kplr011970288-*_slc.fits
12004679,K07502.01,,FALSE POSITIVE,2.521245368,418380.0,4.24027,132.8563627,0.231,1495.4,56.59,286.42569,50.417019,13.231,012004679,kplr012004679,kplr012004679-*_llc.fits,kplr012004679-*_slc.fits
12004680,K07503.01,,FALSE POSITIVE,2.52122764,127.3,2.249,132.86973,0.298,8.9,0.91,286.42703,50.4063,15.301,012004680,kplr012004680,kplr012004680-*_llc.fits,kplr012004680-*_slc.fits
12004689,K07504.01,,FALSE POSITIVE,2.5212708,163.3,2.706,132.8596,0.3286,7.8,0.81,286.43137,50.40144,15.894,012004689,kplr012004689,kplr012004689-*_llc.fits,kplr012004689-*_slc.fits
12013615,K07505.01,,FALSE POSITIVE,8.202869679,345940.0,7.29811,138.5109062,0.561,6499.9,110.46,291.94641,50.48196,13.878,012013615,kplr012013615,kplr012013615-*_llc.fits,kplr012013615-*_slc.fits
12016243,K07506.01,,CANDIDATE,11.8436119,199.3,6.044,138.0037,0.067,10.4,1.41,293.49564,50.48064,15.193,012016243,kplr012016243,kplr012016243-*_llc.fits,kplr012016243-*_slc.fits
12022517,K07507.01,,FALSE POSITIVE,3.442714533,60039.0,3.36034,132.3912568,1.142,964.8,47.02,296.37537,50.486801,15.715,012022517,kplr012022517,kplr012022517-*_llc.fits,kplr012022517-*_slc.fits
6307521,K01126.02,,FALSE POSITIVE,475.91706,967.3,22.86,588.8926,1.222,15.3,28.22,297.75311,41.675991,15.259,006307521,kplr006307521,kplr006307521-*_llc.fits,kplr006307521-*_slc.fits
7037540,K01347.02,,FALSE POSITIVE,0.858285844,43.4,1.799,131.87904,0.3323,10.8,0.9,293.02036,42.508835,14.808,007037540,kplr007037540,kplr007037540-*_llc.fits,kplr007037540-*_slc.fits
11129738,K01427.02,,CANDIDATE,4.88446644,221.0,2.057,135.24744,0.776,9.1,0.84,287.85773,48.774109,15.84,011129738,kplr011129738,kplr011129738-*_llc.fits,kplr011129738-*_slc.fits
10028792,K01574.04,,CANDIDATE,8.9772888,97.5,4.72,133.44748,0.702,10.3,1.79,297.91687,46.96513,14.6,010028792,kplr010028792,kplr010028792-*_llc.fits,kplr010028792-*_slc.fits
4860678,K01602.02,,CANDIDATE,3.03359398,95.6,4.026,133.08355,0.023,12.3,1.55,297.79691,39.921371,14.943,004860678,kplr004860678,kplr004860678-*_llc.fits,kplr004860678-*_slc.fits
5531953,K01681.04,,CANDIDATE,21.9139549,584.4,3.271,148.52144,1.2,11.8,10.39,291.285,40.730049,15.855,005531953,kplr005531953,kplr005531953-*_llc.fits,kplr005531953-*_slc.fits
4349442,K01803.03,,FALSE POSITIVE,6.238315363,82.9,2.501,134.3054225,0.707,5.3,0.7,286.63553,39.488621,13.26,004349442,kplr004349442,kplr004349442-*_llc.fits,kplr004349442-*_slc.fits
7765528,K01840.02,,CANDIDATE,9.3888216,192.7,4.154,134.42144,1.14,9.6,20.91,295.8287,43.425491,14.915,007765528,kplr007765528,kplr007765528-*_llc.fits,kplr007765528-*_slc.fits
3327980,K06321.01,,FALSE POSITIVE,2.115510941,415160.0,7.2877,131.99122,0.492,1351.5,191.42,287.17612,38.433498,12.119,003327980,kplr003327980,kplr003327980-*_llc.fits,kplr003327980-*_slc.fits
3329643,K06322.01,,FALSE POSITIVE,1.015044104,158.2,10.994,131.56407,0.984,33.6,1.98,287.77148,38.498711,14.956,003329643,kplr003329643,kplr003329643-*_llc.fits,kplr003329643-*_slc.fits
3335816,K06323.01,,FALSE POSITIVE,3.711013336,24989.0,3.31024,132.4882537,1.192,757.0,55.69,289.6983,38.406609,12.084,003335816,kplr003335816,kplr003335816-*_llc.fits,kplr003335816-*_slc.fits
3337438,K06324.01,,FALSE POSITIVE,2.97606298,72.2,4.124,132.9637,0.363,17.8,5.65,290.14084,38.493809,13.498,003337438,kplr003337438,kplr003337438-*_llc.fits,kplr003337438-*_slc.fits
3337548,K06325.01,,FALSE POSITIVE,2.97586085,105.9,4.513,133.0352,0.117,9.1,0.85,290.16632,38.47644,15.669,003337548,kplr003337548,kplr003337548-*_llc.fits,kplr003337548-*_slc.fits
3339538,K06326.01,,FALSE POSITIVE,14.658013949,129640.0,3.03316,140.4756141,1.141,3361.5,121.59,290.73944,38.414139,13.391,003339538,kplr003339538,kplr003339538-*_llc.fits,kplr003339538-*_slc.fits
3341934,K06327.01,,FALSE POSITIVE,18.839487435,182720.0,5.62797,137.7695421,0.421,2003.1,45.2,291.38623,38.49147,15.291,003341934,kplr003341934,kplr003341934-*_llc.fits,kplr003341934-*_slc.fits
3343866,K06328.01,,FALSE POSITIVE,0.555973803,75.3,1.271,131.96589,0.563,23.3,1.9,291.86655,38.409081,13.755,003343866,kplr003343866,kplr003343866-*_llc.fits,kplr003343866-*_slc.fits
4839180,K06456.01,,FALSE POSITIVE,4.426344495,276140.0,5.84235,134.231165,0.668,732.5,78.3,292.83759,39.93383,13.501,004839180,kplr004839180,kplr004839180-*_llc.fits,kplr004839180-*_slc.fits
4840263,K06457.01,,FALSE POSITIVE,0.957823876,104690.0,3.7232,132.414882,0.992,454.1,110.91,293.12161,39.975552,13.988,004840263,kplr004840263,kplr004840263-*_llc.fits,kplr004840263-*_slc.fits
4840818,K06458.01,,FALSE POSITIVE,5.024768971,53046.0,3.82433,133.120142,1.038,696.5,42.15,293.27969,39.91576,14.355,004840818,kplr004840818,kplr004840818-*_llc.fits,kplr004840818-*_slc.fits
4847832,K06459.01,,FALSE POSITIVE,30.960216668,340410.0,15.4308,156.1595497,0.58,4578.3,62.08,295.07663,39.958279,12.45,004847832,kplr004847832,kplr004847832-*_llc.fits,kplr004847832-*_slc.fits
4851217,K06460.01,,FALSE POSITIVE,2.470283788,193830.0,7.8391,133.251861,0.804,967.7,157.82,295.83401,39.952259,11.108,004851217,kplr004851217,kplr004851217-*_llc.fits,kplr004851217-*_slc.fits
4851338,K06461.01,,FALSE POSITIVE,1.23516416,64.6,4.713,131.99301,0.678,13.0,0.92,295.86285,39.96711,15.005,004851338,kplr004851338,kplr004851338-*_llc.fits,kplr004851338-*_slc.fits
4851356,K06462.01,,FALSE POSITIVE,1.23513471,42.8,5.44,132.0046,0.716,12.0,0.7,295.8656,39.9641,14.712,004851356,kplr004851356,kplr004851356-*_llc.fits,kplr004851356-*_slc.fits
4862332,K06463.01,,FALSE POSITIVE,0.8903331,134.1,2.643,131.5337,0.322,10.8,20.96,298.16129,39.90097,13.915,004862332,kplr004862332,kplr004862332-*_llc.fits,kplr004862332-*_slc.fits
5393558,K06576.01,,FALSE POSITIVE,10.217121652,205220.0,4.35647,137.2457336,0.786,3617.5,81.1,299.18677,40.501701,13.752,005393558,kplr005393558,kplr005393558-*_llc.fits,kplr005393558-*_slc.fits
5397905,K06577.01,,FALSE POSITIVE,0.618060842,25.1,1.892,131.63533,0.944,9.6,0.51,299.9982,40.550259,13.426,005397905,kplr005397905,kplr005397905-*_llc.fits,kplr005397905-*_slc.fits
5444392,K06578.01,,FALSE POSITIVE,0.759764419,393270.0,5.72501,131.7927631,0.545,1728.1,138.54,290.5174,40.696812,11.378,005444392,kplr005444392,kplr005444392-*_llc.fits,kplr005444392-*_slc.fits
5456979,K06579.01,,CANDIDATE,2.6528082,153.1,2.297,131.5439,0.434,9.8,1.17,294.28778,40.692741,15.668,005456979,kplr005456979,kplr005456979-*_llc.fits,kplr005456979-*_slc.fits
5460835,K06580.01,,FALSE POSITIVE,21.539269242,143750.0,5.32432,144.1542761,0.908,2642.2,53.0,295.29691,40.66156,14.293,005460835,kplr005460835,kplr005460835-*_llc.fits,kplr005460835-*_slc.fits
5462901,K06581.01,,FALSE POSITIVE,5.270733213,293640.0,2.7822,136.180853,0.428,553.0,37.93,295.75555,40.61866,15.953,005462901,kplr005462901,kplr005462901-*_llc.fits,kplr005462901-*_slc.fits
5466109,K06582.01,,CANDIDATE,2.43135542,123.6,1.401,133.92077,0.12,9.3,1.07,296.4718,40.681622,15.225,005466109,kplr005466109,kplr005466109-*_llc.fits,kplr005466109-*_slc.fits
5471010,K06583.01,,FALSE POSITIVE,12.4232158,261.5,17.67,141.7294,0.245,23.6,1.3,297.54706,40.615742,15.639,005471010,kplr005471010,kplr005471010-*_llc.fits,kplr005471010-*_slc.fits
6447326,K06711.01,,FALSE POSITIVE,4.3206933,147.9,50.68,131.8905,0.973,35.7,1.66,293.26874,41.850719,15.604,006447326,kplr006447326,kplr006447326-*_llc.fits,kplr006447326-*_slc.fits
6448768,K06712.01,,FALSE POSITIVE,16.486796364,48943.0,7.06797,131.6041706,0.309,3181.5,46.92,293.72183,41.873131,13.645,006448768,kplr006448768,kplr006448768-*_llc.fits,kplr006448768-*_slc.fits
6449291,K06713.01,,FALSE POSITIVE,5.7768734,71.0,5.762,133.6218,0.994,10.1,3.13,293.87863,41.856449,13.712,006449291,kplr006449291,kplr006449291-*_llc.fits,kplr006449291-*_slc.fits
6449552,K06714.01,,FALSE POSITIVE,20.148807707,526950.0,8.52557,135.8116283,0.215,3487.5,68.52,293.94894,41.855461,14.904,006449552,kplr006449552,kplr006449552-*_llc.fits,kplr006449552-*_slc.fits
6452742,K06715.01,,FALSE POSITIVE,0.687772143,40368.0,2.56725,131.8669185,1.166,679.8,46.27,294.88351,41.800461,14.726,006452742,kplr006452742,kplr006452742-*_llc.fits,kplr006452742-*_slc.fits
6464285,K06716.01,,FALSE POSITIVE,0.843651274,305450.0,2.80468,131.9478111,0.405,1509.3,39.98,297.67096,41.87598,13.826,006464285,kplr006464285,kplr006464285-*_llc.fits,kplr006464285-*_slc.fits
6466939,K06717.01,,FALSE POSITIVE,1.142946648,412550.0,3.40234,131.9010021,0.479,1054.4,43.5,298.25748,41.850639,14.454,006466939,kplr006466939,kplr006466939-*_llc.fits,kplr006466939-*_slc.fits
6468938,K06718.01,,FALSE POSITIVE,7.217010987,78714.0,4.4215,135.4523674,1.287,1307.0,89.71,298.69,41.880852,13.272,006468938,kplr006468938,kplr006468938-*_llc.fits,kplr006468938-*_slc.fits
8429014,K07885.01,,FALSE POSITIVE,9.72869627,252.2,5.628,140.71571,1.274,19.1,42.47,291.1738,44.449799,13.542,008429014,kplr008429014,kplr008429014-*_llc.fits,kplr008429014-*_slc.fits
7200301,K06844.01,,FALSE POSITIVE,0.566791802,49.3,2.2,131.81736,0.679,15.6,0.66,291.76828,42.757221,14.702,007200301,kplr007200301,kplr007200301-*_llc.fits,kplr007200301-*_slc.fits
7203179,K06845.01,,FALSE POSITIVE,2.245738777,483490.0,8.61629,133.2650421,0.397,2121.8,99.05,292.68881,42.748001,13.432,007203179,kplr007203179,kplr007203179-*_llc.fits,kplr007203179-*_slc.fits
7203194,K06846.01,,FALSE POSITIVE,2.24572117,48.2,3.88,133.26678,0.596,13.6,0.74,292.69376,42.760899,14.244,007203194,kplr007203194,kplr007203194-*_llc.fits,kplr007203194-*_slc.fits
7204073,K06847.01,,FALSE POSITIVE,0.566801906,89.7,1.626,131.79673,0.155,27.0,0.55,292.95926,42.799252,12.663,007204073,kplr007204073,kplr007204073-*_llc.fits,kplr007204073-*_slc.fits
7212722,K06848.01,,FALSE POSITIVE,2.316171991,251480.0,4.03025,132.311636,0.7,2338.3,49.53,295.37515,42.75378,13.969,007212722,kplr007212722,kplr007212722-*_llc.fits,kplr007212722-*_slc.fits
7217088,K06849.01,,CANDIDATE,12.54474243,263.1,1.24,139.58304,0.185,10.8,1.88,296.39548,42.78014,15.082,007217088,kplr007217088,kplr007217088-*_llc.fits,kplr007217088-*_slc.fits
7280953,K06850.01,,FALSE POSITIVE,0.56680208,,1.22,131.7056,,,,291.45313,42.851227,13.072,007280953,kplr007280953,kplr007280953-*_llc.fits,kplr007280953-*_slc.fits
7281217,K06851.01,,FALSE POSITIVE,0.566810701,200.0,6.19,131.80761,0.982,45.9,1.49,291.52869,42.86697,15.644,007281217,kplr007281217,kplr007281217-*_llc.fits,kplr007281217-*_slc.fits
7281229,K06852.01,,FALSE POSITIVE,0.566813319,129.1,3.752,131.78768,1.196,17.0,23.19,291.53311,42.83847,15.972,007281229,kplr007281229,kplr007281229-*_llc.fits,kplr007281229-*_slc.fits
8143170,K06976.01,,FALSE POSITIVE,28.787257509,49618.0,13.953,137.094192,0.559,1292.0,91.26,281.08948,44.057941,12.85,008143170,kplr008143170,kplr008143170-*_llc.fits,kplr008143170-*_slc.fits
8145789,K06977.01,,FALSE POSITIVE,0.835315046,16876.0,2.45449,131.9570817,1.224,939.5,30.54,282.75241,44.048721,15.314,008145789,kplr008145789,kplr008145789-*_llc.fits,kplr008145789-*_slc.fits
8145958,K06978.01,,CANDIDATE,3.07551068,46.1,1.683,134.46857,0.005,10.1,0.84,282.84103,44.049728,13.359,008145958,kplr008145958,kplr008145958-*_llc.fits,kplr008145958-*_slc.fits
8155584,K06979.01,,FALSE POSITIVE,26.0164225,41109.0,4.1768,157.37769,1.147,285.4,61.04,287.90555,44.01086,15.032,008155584,kplr008155584,kplr008155584-*_llc.fits,kplr008155584-*_slc.fits
8155654,K06980.01,,CANDIDATE,6.29340543,96.4,3.024,133.8686,0.431,8.7,1.08,287.94165,44.008018,15.186,008155654,kplr008155654,kplr008155654-*_llc.fits,kplr008155654-*_slc.fits
8158324,K06981.01,,FALSE POSITIVE,593.19521,227.3,25.65,333.732,0.6192,7.1,1.63,289.18787,44.006969,14.733,008158324,kplr008158324,kplr008158324-*_llc.fits,kplr008158324-*_slc.fits
8162376,K06982.01,,FALSE POSITIVE,0.706430188,50.8,1.301,132.14208,0.288,11.0,0.41,290.59076,44.002579,14.001,008162376,kplr008162376,kplr008162376-*_llc.fits,kplr008162376-*_slc.fits
8167504,K06983.01,,CANDIDATE,7.7021729,74.6,3.987,138.4181,0.509,9.5,0.85,292.46378,44.090111,14.32,008167504,kplr008167504,kplr008167504-*_llc.fits,kplr008167504-*_slc.fits
8953281,K07112.01,,FALSE POSITIVE,0.78430061,254.7,2.952,132.23164,0.659,20.5,1.14,291.93063,45.22002,15.156,008953281,kplr008953281,kplr008953281-*_llc.fits,kplr008953281-*_slc.fits
8953426,K07113.01,,FALSE POSITIVE,2.665875491,161390.0,7.59461,131.6187983,0.878,2274.7,67.43,291.99097,45.234138,12.156,008953426,kplr008953426,kplr008953426-*_llc.fits,kplr008953426-*_slc.fits
8953475,K07114.01,,FALSE POSITIVE,2.6658312,40.8,5.771,131.627,0.864,12.4,0.99,292.01447,45.205681,13.562,008953475,kplr008953475,kplr008953475-*_llc.fits,kplr008953475-*_slc.fits
8957572,K07115.01,,FALSE POSITIVE,1.5765874,29.2,15.18,132.4469,1.04,27.9,15.68,293.5484,45.201,12.232,008957572,kplr008957572,kplr008957572-*_llc.fits,kplr008957572-*_slc.fits
8958811,K07116.01,,CANDIDATE,2.52557582,35.4,2.32,133.06586,0.372,10.7,0.62,293.96545,45.273571,13.564,008958811,kplr008958811,kplr008958811-*_llc.fits,kplr008958811-*_slc.fits
8958939,K07117.02,,CANDIDATE,22.786522,228.3,2.197,153.2108,0.3817,7.9,1.45,294.00787,45.232689,15.382,008958939,kplr008958939,kplr008958939-*_llc.fits,kplr008958939-*_slc.fits
8973000,K07118.01,,FALSE POSITIVE,28.027891356,243230.0,17.3269,158.348172,0.6493,2829.0,31.3,297.89444,45.211189,14.594,008973000,kplr008973000,kplr008973000-*_llc.fits,kplr008973000-*_slc.fits
9881258,K07242.01,,FALSE POSITIVE,2.028512246,121560.0,5.00309,132.8392103,0.871,1545.8,50.28,287.12561,46.733479,13.281,009881258,kplr009881258,kplr009881258-*_llc.fits,kplr009881258-*_slc.fits
9899153,K07243.01,,FALSE POSITIVE,1.33256167,59.5,3.743,132.0567,0.402,13.0,0.63,295.14157,46.793919,14.877,009899153,kplr009899153,kplr009899153-*_llc.fits,kplr009899153-*_slc.fits
9899193,K07244.01,,FALSE POSITIVE,1.332567821,31.0,3.4844,132.0544581,0.413,5.0,0.96,295.15475,46.736641,13.191,009899193,kplr009899193,kplr009899193-*_llc.fits,kplr009899193-*_slc.fits
9899410,K07245.01,,FALSE POSITIVE,1.332545609,278.2,3.997,132.05755,0.582,31.4,28.37,295.2258,46.76009,13.504,009899410,kplr009899410,kplr009899410-*_llc.fits,kplr009899410-*_slc.fits
9899421,K07246.01,,FALSE POSITIVE,1.33256256,174.9,3.088,132.04698,0.137,11.9,16.03,295.23248,46.77037,12.295,009899421,kplr009899421,kplr009899421-*_llc.fits,kplr009899421-*_slc.fits
9899577,K07247.01,,FALSE POSITIVE,1.33258981,78.4,3.987,132.0364,0.223,16.1,0.67,295.28519,46.770592,14.818,009899577,kplr009899577,kplr009899577-*_llc.fits,kplr009899577-*_slc.fits
9899583,K07248.01,,FALSE POSITIVE,1.33258375,60.9,4.081,132.0362,0.746,16.4,0.84,295.28735,46.75449,14.835,009899583,kplr009899583,kplr009899583-*_llc.fits,kplr009899583-*_slc.fits
9906489,K07249.01,,FALSE POSITIVE,8.9648813,454.5,61.23,137.5394,1.208,109.9,28.97,297.52359,46.703129,12.039,009906489,kplr009906489,kplr009906489-*_llc.fits,kplr009906489-*_slc.fits
10815677,K07376.01,,CANDIDATE,1.284241817,166.5,1.965,132.65223,0.029,13.3,1.18,298.17337,48.173611,15.674,010815677,kplr010815677,kplr010815677-*_llc.fits,kplr010815677-*_slc.fits
10816107,K07377.01,,FALSE POSITIVE,2.161583501,50163.0,4.0537,131.80273,0.715,239.2,29.61,298.29193,48.194691,13.945,010816107,kplr010816107,kplr010816107-*_llc.fits,kplr010816107-*_slc.fits
10843431,K07378.01,Kepler-1999 b,CONFIRMED,8.7396758,1431.0,3.866,136.5829,0.957,15.6,3.29,282.37042,48.259289,16.324,010843431,kplr010843431,kplr010843431-*_llc.fits,kplr010843431-*_slc.fits
10847907,K07379.01,,FALSE POSITIVE,0.535493486,54.0,2.57,131.743209,0.566,5.1,1.42,285.25192,48.286209,13.39,010847907,kplr010847907,kplr010847907-*_llc.fits,kplr010847907-*_slc.fits
10848097,K07380.01,,CANDIDATE,15.9474242,191.7,1.127,137.49449,0.1178,6.5,1.21,285.35583,48.221489,14.801,010848097,kplr010848097,kplr010848097-*_llc.fits,kplr010848097-*_slc.fits
10849244,K07381.01,,FALSE POSITIVE,24.261683827,192280.0,7.1617,147.2417593,0.814,5083.9,58.48,285.97827,48.225491,12.325,010849244,kplr010849244,kplr010849244-*_llc.fits,kplr010849244-*_slc.fits
10857589,K07382.01,,FALSE POSITIVE,32.532521502,83468.0,13.3991,147.077355,0.237,1595.1,24.35,290.13074,48.289848,15.354,010857589,kplr010857589,kplr010857589-*_llc.fits,kplr010857589-*_slc.fits
10866969,K07383.01,,CANDIDATE,50.0122,210.4,3.426,153.9789,0.484,8.3,1.2,294.20096,48.250061,15.174,010866969,kplr010866969,kplr010866969-*_llc.fits,kplr010866969-*_slc.fits
12022718,K07508.01,,FALSE POSITIVE,4.627775175,5675.1,3.4079,133.390355,1.248,197.5,32.62,296.44351,50.420441,14.69,012022718,kplr012022718,kplr012022718-*_llc.fits,kplr012022718-*_slc.fits
12053823,K07509.01,,FALSE POSITIVE,28.7850347,102.9,2.102,145.7978,0.2978,6.2,2.5,286.68756,50.531506,13.57,012053823,kplr012053823,kplr012053823-*_llc.fits,kplr012053823-*_slc.fits
12067960,K07510.01,,CANDIDATE,5.60682001,150.7,2.714,135.84466,0.156,9.9,1.04,294.73962,50.566841,15.289,012067960,kplr012067960,kplr012067960-*_llc.fits,kplr012067960-*_slc.fits
12071006,K07511.01,,FALSE POSITIVE,6.096030635,901660.0,18.4531,135.0308909,0.642,4885.3,406.97,296.10501,50.518471,13.533,012071006,kplr012071006,kplr012071006-*_llc.fits,kplr012071006-*_slc.fits
12105785,K07512.01,,FALSE POSITIVE,31.953038766,17703.0,8.0461,142.708054,0.907,1364.9,47.96,288.4874,50.675461,13.032,012105785,kplr012105785,kplr012105785-*_llc.fits,kplr012105785-*_slc.fits
12106875,K07513.01,,FALSE POSITIVE,5.9371708,157.1,4.954,135.957,0.4778,10.1,1.17,289.14355,50.611198,15.379,012106875,kplr012106875,kplr012106875-*_llc.fits,kplr012106875-*_slc.fits
12157983,K07514.01,,FALSE POSITIVE,0.577844035,320.4,4.291,131.88058,1.194,94.0,18.93,290.65952,50.711342,13.766,012157983,kplr012157983,kplr012157983-*_llc.fits,kplr012157983-*_slc.fits
12164751,K07515.01,,FALSE POSITIVE,2.630090609,516930.0,13.6817,132.224741,0.285,1694.6,83.5,294.38742,50.717098,14.187,012164751,kplr012164751,kplr012164751-*_llc.fits,kplr012164751-*_slc.fits
12217907,K07516.01,,FALSE POSITIVE,43.204596783,202490.0,15.0402,146.5978539,0.399,4750.2,43.15,296.27115,50.886292,14.291,012217907,kplr012217907,kplr012217907-*_llc.fits,kplr012217907-*_slc.fits
10028352,K01957.02,,FALSE POSITIVE,1.75147897,76.7,7.89,132.47509,0.008,68.2,1.8,297.79224,46.935829,12.655,010028352,kplr010028352,kplr010028352-*_llc.fits,kplr010028352-*_slc.fits
6307083,K02050.02,,CANDIDATE,3.17796408,47.7,0.542,134.35285,0.901,6.0,0.74,297.63519,41.641869,12.218,006307083,kplr006307083,kplr006307083-*_llc.fits,kplr006307083-*_slc.fits
7620413,K02103.02,,CANDIDATE,3.66520844,65.8,3.308,131.50911,0.045,10.3,0.82,295.50269,43.232792,14.736,007620413,kplr007620413,kplr007620413-*_llc.fits,kplr007620413-*_slc.fits
11705004,K02199.02,,CANDIDATE,3.05293416,227.5,2.155,132.96692,0.328,10.1,1.18,287.53503,49.801659,15.901,011705004,kplr011705004,kplr011705004-*_llc.fits,kplr011705004-*_slc.fits
2854181,K02232.02,,CANDIDATE,12.834857,293.9,2.092,134.37229,0.278,9.4,1.73,291.81302,38.088181,15.331,002854181,kplr002854181,kplr002854181-*_llc.fits,kplr002854181-*_slc.fits
5978559,K02321.02,,CANDIDATE,36.2530992,152.1,4.73,142.0377,0.721,8.3,1.43,296.70724,41.203651,14.71,005978559,kplr005978559,kplr005978559-*_llc.fits,kplr005978559-*_slc.fits
8838950,K02421.02,,CANDIDATE,4.02321842,81.2,2.162,135.41629,0.396,9.8,0.48,298.41931,45.071442,14.363,008838950,kplr008838950,kplr008838950-*_llc.fits,kplr008838950-*_slc.fits
6867555,K02439.02,,CANDIDATE,7.5017934,134.8,4.271,138.8271,0.286,9.8,1.32,293.12738,42.320099,15.438,006867555,kplr006867555,kplr006867555-*_llc.fits,kplr006867555-*_slc.fits
12208631,K02449.02,,CANDIDATE,0.912351255,111.8,1.072,131.59612,0.956,9.1,1.46,291.55051,50.825611,15.114,012208631,kplr012208631,kplr012208631-*_llc.fits,kplr012208631-*_slc.fits
3346543,K06329.01,,CANDIDATE,12.4701111,89.7,3.616,143.7236,0.569,9.3,2.06,292.52939,38.489079,14.024,003346543,kplr003346543,kplr003346543-*_llc.fits,kplr003346543-*_slc.fits
3352751,K06330.01,,FALSE POSITIVE,3.495457889,114620.0,6.9796,132.083941,0.965,724.0,84.49,294.07187,38.426922,13.444,003352751,kplr003352751,kplr003352751-*_llc.fits,kplr003352751-*_slc.fits
3356193,K06331.01,,CANDIDATE,5.8229815,281.6,2.8,133.999,0.395,8.1,1.36,294.87256,38.43446,15.902,003356193,kplr003356193,kplr003356193-*_llc.fits,kplr003356193-*_slc.fits
3427776,K06332.01,,FALSE POSITIVE,4.01668015,38007.0,2.2828,134.240703,0.911,87.9,22.11,286.45258,38.538342,15.371,003427776,kplr003427776,kplr003427776-*_llc.fits,kplr003427776-*_slc.fits
3437739,K06333.01,,FALSE POSITIVE,1.89134156,68.4,5.891,132.6518,0.739,10.3,0.99,289.79056,38.52906,15.343,003437739,kplr003437739,kplr003437739-*_llc.fits,kplr003437739-*_slc.fits
3440230,K06334.01,,FALSE POSITIVE,2.881100027,662830.0,9.43866,134.238752,0.829,3316.5,446.29,290.47125,38.528561,13.636,003440230,kplr003440230,kplr003440230-*_llc.fits,kplr003440230-*_slc.fits
3441340,K06335.01,,FALSE POSITIVE,0.806277023,70.8,7.275,131.78567,0.697,37.9,0.89,290.81723,38.53912,13.614,003441340,kplr003441340,kplr003441340-*_llc.fits,kplr003441340-*_slc.fits
3448323,K06336.01,,FALSE POSITIVE,0.513482156,91.6,2.732,131.75477,0.004,12.6,0.83,292.64017,38.513569,15.63,003448323,kplr003448323,kplr003448323-*_llc.fits,kplr003448323-*_slc.fits
4863369,K06465.01,,FALSE POSITIVE,4.24748886,121.0,3.053,132.0562,0.242,10.0,1.01,298.38226,39.913521,15.146,004863369,kplr004863369,kplr004863369-*_llc.fits,kplr004863369-*_slc.fits
4863753,K06466.01,,FALSE POSITIVE,1.000012952,36.0,1.221,131.7614,0.097,11.9,2.12,298.47495,39.92321,11.942,004863753,kplr004863753,kplr004863753-*_llc.fits,kplr004863753-*_slc.fits
4902030,K06467.01,,FALSE POSITIVE,0.878803439,410720.0,2.74503,132.267269,0.467,524.8,51.97,283.61157,40.05624,15.929,004902030,kplr004902030,kplr004902030-*_llc.fits,kplr004902030-*_slc.fits
4908495,K06468.01,,FALSE POSITIVE,1.560158562,240160.0,3.4248,132.368518,0.712,459.9,45.91,286.65768,40.02726,13.871,004908495,kplr004908495,kplr004908495-*_llc.fits,kplr004908495-*_slc.fits
4912589,K06469.01,,FALSE POSITIVE,34.188302705,118440.0,3.01179,132.1423013,0.957,2594.9,74.5,288.3205,40.000523,12.869,004912589,kplr004912589,kplr004912589-*_llc.fits,kplr004912589-*_slc.fits
4914709,K06470.01,,FALSE POSITIVE,8.65303996,497.0,1.091,136.66798,0.369,14.7,1.88,289.08063,40.026791,15.639,004914709,kplr004914709,kplr004914709-*_llc.fits,kplr004914709-*_slc.fits
4914737,K06471.01,,FALSE POSITIVE,8.65311903,206.8,1.273,134.30128,0.701,8.9,0.85,289.08875,40.018162,15.109,004914737,kplr004914737,kplr004914737-*_llc.fits,kplr004914737-*_slc.fits
5471141,K06584.01,,FALSE POSITIVE,12.4253812,115.3,19.781,141.5493,0.1583,26.8,1.14,297.57599,40.61364,13.854,005471141,kplr005471141,kplr005471141-*_llc.fits,kplr005471141-*_slc.fits
5471328,K06585.01,,FALSE POSITIVE,12.42555999,2964.8,28.083,133.96829,0.9066,122.0,4.72,297.62177,40.604099,15.902,005471328,kplr005471328,kplr005471328-*_llc.fits,kplr005471328-*_slc.fits
